City,Longitude,Latitude,Region,Country,AirQuality,WaterPollution
Devonport,-41.1800656,146.3502862,Tasmania,Australia,95.83333333,0
Warrnambool,-38.3720954,142.4777782,Victoria,Australia,100,25
Whyalla,-33.034582,137.5756408,South Australia,Australia,71.42857143,16.66666667
Dubbo,-32.2443908,148.614418,New South Wales,Australia,83.33333333,35
Puli,23.9932872,120.9646866,Taiwan Province,Taiwan,25,50
Shepparton,-36.3821418,145.4072272,Victoria,Australia,75,50
Bathinda,30.210994,74.9454745,,India,30.68181818,68.75
Paracin,43.8633542,21.409909,Pomoravlje District,Serbia,75,25
Arundel,50.855171,-0.555119,England,United Kingdom,75,0
Nurabad,30.1150898,51.5412952,Fars Province,Iran,25,50
Nowshahr,36.649364,51.4887307,Mazandaran Province,Iran,100,50
Najafabad,32.6324231,51.3679914,Isfahan Province,Iran,0,50
Jaroslaw,50.0161463,22.6777169,Podkarpackie Voivodeship,Poland,25,50
Huaral,-11.4965172,-77.2117733,Lima region,Peru,50,25
San Ignacio,17.1522786,-89.0800227,Cayo District,Belize,100,75
Ashburton,-43.905386,171.7447855,Canterbury Region,New Zealand,80,50
Ashford,51.1451007,0.8739631,England,United Kingdom,50,0
Ashland,40.8686675,-82.3182178,Ohio,United States of America,83.33333333,8.333333333
Sokolov,50.1745286,12.6598918,,Czech Republic,100,50
Chatham,51.380952,0.52213,England,United Kingdom,80,37.5
Eastleigh,50.9319461,-1.3161764,England,United Kingdom,0,25
Lagos,37.1027881,-8.6730275,,Portugal,75,75
Viamao,-30.0722165,-51.0969571,Rio Grande do Sul,Brazil,100,50
Greensburg,40.3014581,-79.5389289,Pennsylvania,United States of America,87.5,50
Cabo Frio,-22.8834591,-42.0252951,Rio de Janeiro,Brazil,87.5,62.5
Kedainiai,55.2881309,23.9577279,,Lithuania,60,0
Ylivieska,64.072342,24.5335825,,Finland,100,0
St. Cloud,45.5579451,-94.1632404,Minnesota,United States of America,100,0
Sur,22.5652759,59.5066376,Ash Sharqiyah South Governorate,Oman,75,25
Marilia,-22.2175968,-49.9487485,Sao Paulo,Brazil,83.33333333,0
Reynosa,26.0508406,-98.2978951,Tamaulipas State,Mexico,62.5,58.33333333
Matamoros,25.8690294,-97.5027376,Tamaulipas State,Mexico,75,56.25
Sittwe,20.1527657,92.8676861,,Myanmar,0,25
Velky Meder,47.8563614,17.7703876,Trnava Region,Slovakia,75,50
Stratford,43.3700007,-80.9822286,Ontario,Canada,50,41.66666667
Santa Maria,-29.6894984,-53.7923441,Rio Grande do Sul,Brazil,62.5,87.5
Linden,6.0116099,-58.3089574,Upper Demerara-Berbice,Guyana,37.5,62.5
Butte,47.8380585,-100.6654187,North Dakota,United States of America,75,56.25
Mae Hong Son,19.3020296,97.9654368,Mae Hong Son,Thailand,50,50
Ballsh,40.5963905,19.7383332,Fier County,Albania,0,62.5
Jonava,55.0727242,24.2793337,,Lithuania,50,100
Farmington,41.7360305,-72.795027,Connecticut,United States of America,75,50
Scarborough,54.283113,-0.399752,England,United Kingdom,100,25
Whangarei,-35.7274938,174.3165604,Northland Region,New Zealand,80.76923077,53.57142857
Saldus,56.6653019,22.492169,,Latvia,100,0
New Rochelle,40.9114882,-73.7823549,New York,United States of America,50,25
Puerto Penasco,31.3268218,-113.5311843,Sonora,Mexico,68.75,37.5
Pleasanton,37.6604484,-121.8757968,California,United States of America,100,0
Barisal,22.7010021,90.3534511,Barisal Division,Bangladesh,20,50
Battambang,13.09573,103.2022055,Battambang Province,Cambodia,66.66666667,50
Corvallis,44.5645659,-123.2620435,Oregon,United States of America,75,50
Naousa,37.1235743,25.238722,,Greece,100,0
Chios,38.3709813,26.1363457,North Aegean Region,Greece,87.5,87.5
Villavicencio,4.1491688,-73.6285475,Meta,Colombia,100,25
San Juan,14.6019309,121.0355375,Metro Manila,Philippines,25,75
Maynooth,53.3812896,-6.5918499,Leinster,Ireland,50,58.33333333
Senica,48.6798645,17.3610002,Trnava Region,Slovakia,62.5,50
Savannakhet,16.5720526,104.7686868,Savannakhet Province,Laos,75,100
Vila Real de Santo Antonio,37.1937172,-7.4209255,,Portugal,75,50
Stalowa Wola,50.5826005,22.053586,Podkarpackie Voivodeship,Poland,25,25
Lake Forest,33.6469437,-117.6861023,California,United States of America,87.5,0
Gaithersburg,39.1439689,-77.2016062,Maryland,United States of America,91.66666667,12.5
Gulbene,57.1714821,26.7522537,Gulbene Municipality,Latvia,100,0
Easton,38.7742826,-76.0763305,Maryland,United States of America,100,50
Hyattsville,38.9559442,-76.9455301,Maryland,United States of America,50,75
Fairfield,41.1408363,-73.2612615,Connecticut,United States of America,79.16666667,62.5
Partizanske,48.628493,18.3768911,Trencin Region,Slovakia,50,50
Trumbull,41.2428563,-73.2006639,Connecticut,United States of America,91.66666667,25
Laurel,39.0992752,-76.8483061,Maryland,United States of America,87.5,50
Athens,39.3292396,-82.1012554,Ohio,United States of America,100,0
Hagerstown,39.6417629,-77.7199932,Maryland,United States of America,87.5,50
Salisbury,38.3606736,-75.5993692,Maryland,United States of America,100,0
Georgetown,38.6901134,-75.3854728,Delaware,United States of America,100,50
Budaors,47.4621396,18.9529586,Pest County,Hungary,75,0
Svitavy,49.7551629,16.4691861,,Czech Republic,62.5,50
Askim,59.5834589,11.1629005,Viken,Norway,100,50
Milton,38.7776124,-75.3099136,Delaware,United States of America,50,100
Richmond,37.7478572,-84.2946539,Kentucky,United States of America,80.26315789,47.36842105
Bharuch,21.7051358,72.9958748,Gujarat,India,30.55555556,67.85714286
Bhagalpur,25.242453,86.9842256,Bihar,India,53.75,50
Springs,-26.2607243,28.4630376,Gauteng,South Africa,0,50
Lages,-27.8178873,-50.3264204,Santa Catarina,Brazil,62.5,75
Saveh,35.0236107,50.3585065,Markazi Province,Iran,25,75
Hachimantai,39.9565121,141.0712561,Iwate Prefecture,Japan,100,0
Rujiena,57.8938909,25.339336,Rujiena Municipality,Latvia,100,0
Milovice,50.2259614,14.8886391,,Czech Republic,90,0
Keene,42.933692,-72.2781409,New Hampshire,United States of America,100,50
Nonthaburi,13.8591084,100.5216508,Nonthaburi,Thailand,33.33333333,50
Boumerdes,36.7510697,3.4788905,Boumerdes Province,Algeria,33.33333333,58.33333333
Johnson City,36.3134397,-82.3534727,Tennessee,United States of America,90,20
Milagro,-2.1394035,-79.5939034,Guayas Province,Ecuador,0,50
Spartanburg,34.9495672,-81.9320482,South Carolina,United States of America,100,25
La Chorrera,8.8828941,-79.7736306,Panama Province,Panama,25,75
Kurunegala,7.4817695,80.3608876,North Western Province,Sri Lanka,50,100
Peterborough,44.3047061,-78.3199606,Ontario,Canada,85,20.83333333
Klaipeda,55.7032948,21.1442794,,Lithuania,75,33.33333333
Wallasey,53.426521,-3.066215,England,United Kingdom,100,25
Victoria,28.8052674,-97.0035982,Texas,United States of America,100,25
Songea,-10.6462694,35.6423527,Ruvuma Region,Tanzania,62.5,75
Songkhla,7.1897659,100.5953813,Songkhla,Thailand,42.85714286,50
Bhiwani,28.7974684,76.1322058,Haryana,India,25,12.5
Prijepolje,43.3891815,19.64935,Zlatibor District,Serbia,0,50
Bafoussam,5.4815596,10.4271347,West Region,Cameroon,0,50
Boquete,8.7772318,-82.4481944,Chiriqui Province,Panama,90,43.75
Banning,33.9255713,-116.8764103,California,United States of America,80,50
Laitila,60.8741858,21.6980438,,Finland,100,50
Barnstable,41.7003208,-70.3002024,Massachusetts,United States of America,100,75
Bartlesville,36.7473114,-95.9808179,Oklahoma,United States of America,75,75
Baruun-Urt,46.6652838,113.2876804,Sukhbaatar Province,Mongolia,37.5,50
Basingstoke,51.26654,-1.0923964,England,United Kingdom,100,0
Bathurst,47.6183507,-65.6513358,New Brunswick,Canada,95,50
Baytown,29.7355047,-94.9774274,Texas,United States of America,100,50
Beaufort,34.7182174,-76.6638186,North Carolina,United States of America,50,75
Beaverlodge,55.2093748,-119.4299008,Alberta,Canada,100,50
Beckley,37.7781702,-81.1881557,West Virginia,United States of America,100,50
Bochnia,49.9684577,20.4303285,Lesser Poland Voivodeship,Poland,60,0
Belmont,37.5202145,-122.2758008,California,United States of America,100,25
Udon Thani,17.3646969,102.8158924,Udon Thani,Thailand,40,50
Irapuato,20.6786652,-101.3544964,,Mexico,17.5,65
Beni Mellal,32.342443,-6.375799,Beni Mellal-Khenifra,Morocco,75,100
Kuantan,3.8168287,103.3317173,Pahang,Malaysia,62.5,75
Benoni,-26.1510854,28.3695699,Gauteng,South Africa,50,62.5
Bentonville,36.3723561,-94.2102141,Arkansas,United States of America,91.66666667,0
York,39.9625984,-76.727745,Pennsylvania,United States of America,64.28571429,75
Chesterfield,53.235048,-1.421629,England,United Kingdom,87.5,16.66666667
Delray Beach,26.4614625,-80.0728201,Florida,United States of America,100,0
Newport,44.6367836,-124.0534505,Oregon,United States of America,100,75
Nador,35.1686165,-2.9275836,Oriental,Morocco,54.16666667,45.83333333
Krosno,49.6824761,21.7660531,Podkarpackie Voivodeship,Poland,62.5,50
Halifax,53.72702,-1.85754,England,United Kingdom,81.25,50
Beroun,49.9672047,14.0862836,,Czech Republic,62.5,50
Quilmes,-34.7206336,-58.2546051,Buenos Aires Province,Argentina,25,25
Hnusta,48.5746472,19.9536192,Banska Bystrica Region,Slovakia,62.5,50
Grass Valley,39.2190608,-121.0610606,California,United States of America,62.5,62.5
Mount Vernon,40.9125992,-73.8370786,New York,United States of America,100,50
Naujoji Akmene,56.316814,22.903861,,Lithuania,62.5,50
Tirupur,11.1085242,77.3410656,Tamil Nadu,India,42.64705882,50
Medford,42.3265152,-122.8755949,Oregon,United States of America,85.71428571,25
Ukiah,39.1501709,-123.2077831,California,United States of America,100,50
Dublin,37.7159396,-121.9101221,California,United States of America,100,0
Sannicolau Mare,46.0593374,20.622454,Timiș County,Romania,75,50
Ojai,34.4480495,-119.242889,California,United States of America,87.5,50
Korla,41.7264299,86.1736899,Xinjiang,People's Republic of China,0,50
Malacky,48.4363404,17.0182641,Bratislava Region,Slovakia,87.5,50
Wheeling,40.0639616,-80.7209149,West Virginia,United States of America,70,75
Temecula,33.4936391,-117.1483648,California,United States of America,71.42857143,27.77777778
Murrieta,33.5539143,-117.2139232,California,United States of America,100,25
Indio,33.7205771,-116.2155619,California,United States of America,50,25
Myrtle Beach,33.6890603,-78.8866943,South Carolina,United States of America,87.5,50
Yamanashi,35.6933453,138.6873168,Yamanashi Prefecture,Japan,100,0
Redondo Beach,33.8491816,-118.3884078,California,United States of America,100,37.5
Surat Thani,9.1341949,99.3334198,Surat Thani,Thailand,37.5,50
Limeira,-22.5838179,-47.4097569,Sao Paulo,Brazil,12.5,75
Gizycko,54.036405,21.7667341,Warmian-Masurian Voivodeship,Poland,100,50
Mustvee,58.8476024,26.9478773,Jogeva County,Estonia,100,50
Petrolina,-9.3994602,-40.5023565,Pernambuco,Brazil,87.5,75
Itajai,-26.9082782,-48.6775109,Santa Catarina,Brazil,100,0
Kent,47.3830671,-122.234771,Washington,United States of America,100,0
Texarkana,33.425125,-94.0476882,Texas,United States of America,64.28571429,75
Kennewick,46.2086683,-119.119948,Washington,United States of America,95,20
Phuket,7.8804479,98.3922504,Phuket,Thailand,70.68965517,70.23809524
Crawley,51.1091401,-0.1872275,England,United Kingdom,50,0
Taunton,51.015344,-3.106849,England,United Kingdom,50,50
Weston-super-Mare,51.345606,-2.9612624,England,United Kingdom,68.75,0
Ramat HaSharon,32.137793,34.840278,Tel Aviv District,Israel,25,75
Camarillo,34.2163937,-119.0376023,California,United States of America,100,0
Kearney,40.6993303,-99.0816784,Nebraska,United States of America,100,75
Klamath Falls,42.224867,-121.7816704,Oregon,United States of America,83.33333333,62.5
Roseburg,43.216505,-123.3417381,Oregon,United States of America,75,40
Kuala Terengganu,5.329624,103.1370142,Terengganu,Malaysia,35.71428571,70
Danville,37.8215929,-121.9999606,California,United States of America,100,75
Jelsava,48.627273,20.2408464,Banska Bystrica Region,Slovakia,50,50
Spanish Town,18.0166835,-76.9748123,Middlesex County,Jamaica,50,100
North Charleston,32.8771106,-80.0130514,South Carolina,United States of America,100,50
Nagercoil,8.1832857,77.4118996,Tamil Nadu,India,37.5,55
Seremban,2.725889,101.9378239,Negeri Sembilan,Malaysia,25,91.66666667
Joniskis,56.236073,23.6136579,,Lithuania,87.5,50
Livingston,55.900708,-3.518068,Scotland,United Kingdom,66.66666667,25
Jaslo,49.7445663,21.4722875,Podkarpackie Voivodeship,Poland,62.5,50
Szczecinek,53.7100713,16.6993602,West Pomeranian Voivodeship,Poland,75,50
Covilha,40.2805633,-7.5043272,Castelo Branco,Portugal,95.83333333,0
Koprivnice,49.5994699,18.1448099,,Czech Republic,75,50
Mostaganem,35.9311454,0.0909414,Mostaganem Province,Algeria,75,75
Jaragua do Sul,-26.4813798,-49.0842138,Santa Catarina,Brazil,87.5,37.5
Mora,61.004878,14.537003,Dalarna County,Sweden,75,0
Oroville,39.5137752,-121.556359,California,United States of America,100,0
Madera,36.9613356,-120.0607176,California,United States of America,75,50
Glendora,34.1361187,-117.865339,California,United States of America,50,25
Praia Grande,-24.0089072,-46.4125304,Sao Paulo,Brazil,75,100
Nyala,12.0518011,24.8804853,South Darfur,Sudan,100,0
Onitsha,6.1329419,6.7923994,Anambra State,Nigeria,0,75
Wad Madani,14.393082,33.5392081,Gezira,Sudan,100,25
Panama City,30.1588129,-85.6602058,Florida,United States of America,50,37.5
Longview,32.5007037,-94.7404891,Texas,United States of America,85,75
Cary,35.79154,-78.7811169,North Carolina,United States of America,50,62.5
Hamilton,39.3995008,-84.5613355,Ohio,United States of America,87.5,50
Marietta,33.952602,-84.5499327,Georgia,United States of America,80.55555556,10
Stillwater,36.1156071,-97.0583681,Oklahoma,United States of America,93.75,50
Harlow,51.767787,0.087806,England,United Kingdom,50,0
Kalispell,48.1919889,-114.3168131,Montana,United States of America,89.28571429,0
Livonia,42.36837,-83.3527097,Michigan,United States of America,100,25
Montclair,34.0775104,-117.6897776,California,United States of America,75,0
Soroca,48.1549743,28.2870783,Soroca District,Moldova,75,75
Nanded,19.1382514,77.3209555,Maharashtra,India,38.23529412,53.57142857
Sargodha,32.0739787,72.6860696,Punjab,Pakistan,68.75,37.5
Klang,3.044917,101.4455621,Selangor,Malaysia,30,75
Chiang Rai,19.9104798,99.840576,Chiang Rai,Thailand,22.36842105,62.5
Manhattan,39.1836082,-96.5716694,Kansas,United States of America,100,0
Dartford,51.44621,0.216872,England,United Kingdom,50,75
Tlokweng,-24.6679808,25.9763625,South-East District,Botswana,62.5,75
Bilaspur,22.0796545,82.1409152,Chhattisgarh,India,31.57894737,75
Chandrapur,19.9615398,79.2961468,Maharashtra,India,11.11111111,68.33333333
Paro,27.428684,89.4163654,Paro District,Bhutan,75,50
Eslamshahr,35.5445805,51.2302457,Tehran Province,Iran,0,50
Yucca Valley,34.1141743,-116.432235,California,United States of America,87.5,50
Summerside,46.3933777,-63.7902331,Prince Edward Island,Canada,100,0
Slonim,53.0920949,25.318913,Grodno Region,Belarus,62.5,12.5
Bindura,-17.3040996,31.3274387,Mashonaland Central Province,Zimbabwe,50,75
Lake Charles,30.2265949,-93.2173758,Louisiana,United States of America,66.66666667,60
Yarmouth,43.8374576,-66.117382,Nova Scotia,Canada,100,25
Huntsville,30.7235263,-95.5507771,Texas,United States of America,100,50
Petaling Jaya,3.1278871,101.5944885,Selangor,Malaysia,39.81481481,57.95454545
Moss Point,30.4115881,-88.5344601,Mississippi,United States of America,91.66666667,50
Verona,34.1942746,-88.7197745,Mississippi,United States of America,100,50
Olive Branch,34.9617604,-89.8295315,Mississippi,United States of America,100,0
Freeport,26.5333159,-78.6429019,,The Bahamas,75,0
Phitsanulok,16.8211238,100.2658516,Phitsanulok,Thailand,75,0
Minas,-34.3643905,-55.2590707,Lavalleja Department,Uruguay,100,25
Sukkur,27.7243563,68.8228082,Sindh,Pakistan,50,50
Harlingen,26.1906306,-97.6961026,Texas,United States of America,100,0
Valparaiso,41.4730948,-87.0611412,Indiana,United States of America,100,50
Jackson,43.4799291,-110.7624282,Wyoming,United States of America,100,50
Dumaguete,9.3068402,123.3054467,,Philippines,20.83333333,62.5
Pagadian,7.8397033,123.4343445,,Philippines,75,75
Dagupan,16.0432998,120.3333124,Ilocos Region,Philippines,21.875,75
New Westminster,49.2057179,-122.910956,British Columbia,Canada,87.5,18.33333333
Loveland,40.3977612,-105.0749801,Colorado,United States of America,72.5,35
Khon Kaen,16.4321938,102.8236214,Khon Kaen,Thailand,42.85714286,62.5
Kampot,10.5942421,104.1640355,Kampot Province,Cambodia,62.5,50
Subang Jaya,3.0567333,101.5851192,Selangor,Malaysia,42.5,70.45454545
Punta Gorda,16.098935,-88.8094906,Toledo District,Belize,100,75
Blenheim,-41.513552,173.9597954,Marlborough District,New Zealand,91.66666667,0
Bloomfield Hills,42.583645,-83.2454883,Michigan,United States of America,0,100
Boksburg,-26.2325897,28.2409671,Gauteng,South Africa,50,50
Bolungarvik,66.1517719,-23.261709,,Iceland,100,0
Boone,36.216795,-81.6745517,North Carolina,United States of America,75,50
Bowling Green,41.3747744,-83.6513229,Ohio,United States of America,100,16.66666667
Boynton Beach,26.5317866,-80.0905465,Florida,United States of America,100,50
Brahmanbaria,23.9675393,91.1119148,Chattogram Division,Bangladesh,25,50
Brainerd,46.3526733,-94.2020084,Minnesota,United States of America,100,50
Branson,36.6436731,-93.2185144,Missouri,United States of America,100,0
Iernut,46.4507604,24.2290151,Mureș County,Romania,87.5,75
Ostroda,53.6963007,19.9647952,Warmian-Masurian Voivodeship,Poland,62.5,50
Brattleboro,42.8509152,-72.5578678,Vermont,United States of America,100,50
Breckenridge,39.4816537,-106.0383518,Colorado,United States of America,100,25
Vanderhoof,54.0139798,-124.0129801,British Columbia,Canada,100,50
Wyszkow,52.5928523,21.458395,Masovian Voivodeship,Poland,100,50
North Bay,46.3091152,-79.4608204,Ontario,Canada,93.75,25
Kokomo,40.486427,-86.1336033,Indiana,United States of America,90,25
Sandpoint,48.276577,-116.553465,Idaho,United States of America,100,0
Scunthorpe,53.588646,-0.654413,England,United Kingdom,75,25
Resende,-22.4722561,-44.4649211,Rio de Janeiro,Brazil,62.5,50
Wisconsin Dells,43.6274794,-89.7709579,Wisconsin,United States of America,100,50
Albert Lea,43.6478006,-93.3686555,Minnesota,United States of America,100,25
Corcoran,36.098007,-119.5604015,California,United States of America,50,50
Bridgeton,39.427337,-75.2340768,New Jersey,United States of America,100,50
Bridport,50.7335769,-2.758301,England,United Kingdom,100,0
San Nicolas de los Garza,25.7493469,-100.2868973,Nuevo Leon,Mexico,41.66666667,16.66666667
Rumelange,49.4607199,6.0305131,,Luxembourg,62.5,50
Modrice,49.1278898,16.6144173,,Czech Republic,12.5,50
La Ceiba,15.770288,-86.7919009,Atlantida Department,Honduras,62.5,75
Torres Vedras,39.0917759,-9.2600341,Lisbon,Portugal,87.5,75
Vila Franca de Xira,38.9551563,-8.9889932,Lisbon,Portugal,87.5,12.5
Tustin,33.7420005,-117.8236391,California,United States of America,75,37.5
Kildare,53.1589342,-6.9095683,Leinster,Ireland,100,100
Ocala,29.1871986,-82.1400923,Florida,United States of America,77.5,32.5
Gillette,44.2910915,-105.5022205,Wyoming,United States of America,100,50
Gedera,31.8123014,34.7770192,Central District,Israel,12.5,50
Langley,49.1041779,-122.6603519,British Columbia,Canada,75,62.5
New Amsterdam,6.2431327,-57.5136508,East Berbice-Corentyne,Guyana,100,50
San Angelo,31.4637723,-100.4370375,Texas,United States of America,100,37.5
Colombo,-25.3644204,-49.1860165,Parana,Brazil,33.33333333,50
Oeiras,38.6968607,-9.3146014,Lisbon,Portugal,81.25,18.75
Pinehurst,32.1959971,-83.7629533,Georgia,United States of America,100,0
Serra,-20.1279874,-40.3081052,Espirito Santo,Brazil,25,75
Tarapoto,-6.4824784,-76.3726891,San Martin,Peru,75,75
Gujrat,32.5730725,74.1005044,Punjab,Pakistan,50,87.5
Imperial,32.8475528,-115.5694391,California,United States of America,87.5,50
Sydney,46.1367899,-60.194224,Nova Scotia,Canada,100,25
Avellaneda,-29.1174521,-59.6586341,Santa Fe Province,Argentina,0,100
Largo,27.9094665,-82.7873244,Florida,United States of America,75,75
San Miguelito District,9.0485176,-79.5082571,Panama Province,Panama,50,50
Muncie,40.1933767,-85.3863599,Indiana,United States of America,87.5,50
Elmira,42.0897965,-76.8077338,New York,United States of America,100,25
Meru,0.0514721,37.6456042,Eastern Province,Kenya,75,25
Laurel,31.6940509,-89.1306124,Mississippi,United States of America,87.5,50
Penticton,49.4991381,-119.5937077,British Columbia,Canada,56.25,12.5
Oban,56.415157,-5.471047,Scotland,United Kingdom,100,0
Koscierzyna,54.1222457,17.9812605,Pomeranian Voivodeship,Poland,62.5,50
La Crosse,43.8137751,-91.2519017,Wisconsin,United States of America,100,50
Guadalupe,25.6748291,-100.2155063,Nuevo Leon,Mexico,50,25
Bildudalur,65.6863785,-23.6006172,,Iceland,0,100
St. Albert,53.653938,-113.6293587,Alberta,Canada,100,8.333333333
Sungai Petani,5.643589,100.4894179,Kedah,Malaysia,37.5,50
Itapetininga,-23.5818554,-48.0317589,Sao Paulo,Brazil,62.5,50
Franklin,42.0834313,-71.396725,Massachusetts,United States of America,87.5,12.5
Sohar,24.3500672,56.7133258,Al Batinah North Governorate,Oman,75,66.66666667
Loja,-3.9952065,-79.2022123,Loja Province,Ecuador,100,75
Elizabethtown,37.7030646,-85.8649408,Kentucky,United States of America,90,0
Ibarra,0.3471469,-78.1323648,Imbabura Province,Ecuador,77.77777778,50
Selah,46.6540153,-120.5300666,Washington,United States of America,75,25
Lake Elsinore,33.6680772,-117.3272615,California,United States of America,50,75
Aliso Viejo,33.5684605,-117.7262981,California,United States of America,100,75
Melbourne,28.0836269,-80.6081089,Florida,United States of America,80,39.28571429
Pouso Alegre,-22.2270778,-45.9393716,Minas Gerais,Brazil,87.5,37.5
Paulista,-7.9185248,-34.8209607,Pernambuco,Brazil,75,25
Muskegon,43.2341813,-86.2483921,Michigan,United States of America,100,50
Safety Harbor,27.9908529,-82.6931553,Florida,United States of America,100,75
Burns Lake,54.2334148,-125.763613,British Columbia,Canada,100,50
Marshall,39.1230777,-93.1968704,Missouri,United States of America,100,50
Rolla,37.948544,-91.7715303,Missouri,United States of America,100,25
Taos,38.506426,-92.0710133,Missouri,United States of America,100,75
Cornwall,45.0212762,-74.730345,Ontario,Canada,96.42857143,50
Libby,48.3882861,-115.5559988,Montana,United States of America,100,25
Crown Point,41.4169806,-87.3653135,Indiana,United States of America,87.5,25
Newbridge,53.1750758,-6.8047467,Leinster,Ireland,50,0
Wenatchee,47.4234599,-120.3103494,Washington,United States of America,25,0
Liberty,39.2461138,-94.4191177,Missouri,United States of America,62.5,50
Chesterfield,38.6631083,-90.5770675,Missouri,United States of America,87.5,37.5
O'Fallon,38.8106075,-90.6998477,Missouri,United States of America,0,100
Youngstown,43.2472768,-79.0500466,New York,United States of America,75,58.33333333
Forsyth,46.2630502,-106.6819793,Montana,United States of America,80,100
Rock Hill,34.9248667,-81.0250784,South Carolina,United States of America,87.5,62.5
Morristown,40.7967667,-74.4815438,New Jersey,United States of America,100,100
Chesham,51.709401,-0.612333,England,United Kingdom,75,50
Leesburg,31.7321156,-84.1707423,Georgia,United States of America,87.5,50
Oshkosh,41.404983,-102.3443564,Nebraska,United States of America,50,75
Brentwood,38.6175522,-90.3492829,Missouri,United States of America,75,0
Cape Canaveral,28.3922182,-80.6077132,Florida,United States of America,75,0
Clayton,38.6425518,-90.3237263,Missouri,United States of America,87.5,50
Sao Caetano do Sul,-23.6164434,-46.567958,Sao Paulo,Brazil,37.5,50
Okara,30.8138017,73.4533779,Punjab,Pakistan,75,50
Vero Beach,27.6386434,-80.3972736,Florida,United States of America,93.75,62.5
Lawrenceville,33.9562149,-83.9879625,Georgia,United States of America,100,0
Weatherford,32.7592955,-97.7972544,Texas,United States of America,100,0
Del Rio,29.3708857,-100.8958674,Texas,United States of America,100,25
Warrenton,38.7134516,-77.7952712,Virginia,United States of America,100,0
Sheikhupura,31.7166617,73.9850243,Punjab,Pakistan,50,100
Mansfield,32.5631924,-97.1416768,Texas,United States of America,90,0
Whakatane,-37.9585311,176.9822259,Bay of Plenty Region,New Zealand,100,37.5
Negril,18.2683058,-78.3472424,Cornwall County,Jamaica,100,75
Skardu,35.3247102,75.5509602,Gilgit-Baltistan,Pakistan,100,75
Jeffersonville,38.2775702,-85.7371847,Indiana,United States of America,87.5,50
Lake Worth,32.8097891,-97.4427659,Texas,United States of America,100,100
Kawthaung,9.9958108,98.5528746,Tanintharyi Region,Myanmar,50,50
Katy,29.7857765,-95.8245093,Texas,United States of America,60,50
McLean,35.2325495,-100.5998558,Texas,United States of America,100,25
Leander,30.5788055,-97.8530686,Texas,United States of America,100,0
San Marcos,29.8832749,-97.9413941,Texas,United States of America,100,0
League City,29.5074538,-95.0949303,Texas,United States of America,75,25
Chilliwack,49.1579401,-121.9514666,British Columbia,Canada,79.54545455,16.66666667
Pullman,46.7297771,-117.1817377,Washington,United States of America,100,0
Catanduva,-21.1374204,-48.973923,Sao Paulo,Brazil,37.5,50
Mansfield,40.75839,-82.5154471,Ohio,United States of America,75,25
Krasnik,50.9232831,22.226957,Lublin Voivodeship,Poland,50,50
Fort Dodge,42.4974694,-94.1680158,Iowa,United States of America,25,75
Lakeville,44.6496868,-93.24272,Minnesota,United States of America,100,50
Titusville,28.6122187,-80.8075537,Florida,United States of America,100,25
Lakewood,47.1717649,-122.518458,Washington,United States of America,100,75
Longview,46.1381676,-122.9381672,Washington,United States of America,0,75
Oxford,34.3668299,-89.518635,Mississippi,United States of America,100,0
Lima,40.742551,-84.1052256,Ohio,United States of America,75,50
Nisko,50.52001,22.13955,Podkarpackie Voivodeship,Poland,62.5,50
Fort Walton Beach,30.4200708,-86.6170308,Florida,United States of America,100,50
Paducah,37.0833893,-88.6000478,Kentucky,United States of America,85.71428571,62.5
Coon Rapids,45.1732394,-93.3030063,Minnesota,United States of America,100,50
Traverse City,44.7630567,-85.6206317,Michigan,United States of America,75,25
Patos de Minas,-18.5961683,-46.5150076,Minas Gerais,Brazil,25,50
Tebessa,35.4010797,8.1172958,Tebessa Province,Algeria,100,0
Rocklin,38.7907339,-121.2357828,California,United States of America,100,0
Sheboygan,43.7508284,-87.71453,Wisconsin,United States of America,100,0
Marina,36.6844029,-121.802173,California,United States of America,100,50
Sebring,27.495592,-81.440907,Florida,United States of America,25,50
Morecambe,54.074166,-2.864968,England,United Kingdom,100,25
Alexandria,31.3112936,-92.4451371,Louisiana,United States of America,100,50
Jackson,35.6145169,-88.8139469,Tennessee,United States of America,96.875,12.5
Nikaia,37.9701123,23.6423642,Attica Region,Greece,33.33333333,0
Eden Prairie,44.8546856,-93.470786,Minnesota,United States of America,91.66666667,8.333333333
Clovis,34.4047987,-103.2052272,New Mexico,United States of America,0,100
Fond du Lac,43.7730448,-88.4470508,Wisconsin,United States of America,75,75
Vernon,50.2670137,-119.2720107,British Columbia,Canada,72.5,54.16666667
Lloydminster,53.2779625,-110.0061451,Alberta,Canada,60.71428571,27.77777778
Konstancin-Jeziorna,52.0938717,21.117722,Masovian Voivodeship,Poland,35,45.83333333
Chrudim,49.9497244,15.7950578,,Czech Republic,100,50
Litvinov,50.5984262,13.610242,,Czech Republic,62.5,50
Trinec,49.677631,18.6707901,,Czech Republic,50,50
New Port Richey,28.2441768,-82.7192671,Florida,United States of America,50,0
Jupiter,26.9342246,-80.0942087,Florida,United States of America,100,25
Jacksonville,34.7540524,-77.4302414,North Carolina,United States of America,100,0
Lousada,41.2774793,-8.2837376,Porto,Portugal,75,50
Lebanon,39.4353373,-84.2029922,Ohio,United States of America,100,50
Miri,4.399493,113.9913832,Sarawak,Malaysia,75,57.14285714
